Year_Month,Year,Primary.Type,Location.Description,total_crimes,days_with_crime,avg_daily_crimes
2016-07,2016,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,2,1,2
2016-07,2016,CRIMINAL TRESPASS,VACANT LOT/LAND,2,2,1
2016-07,2016,DECEPTIVE PRACTICE,STREET,2,2,1
2016-07,2016,INTIMIDATION,RESIDENCE,2,2,1
2016-07,2016,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-07,2016,NARCOTICS,CTA BUS STOP,2,2,1
2016-07,2016,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-07,2016,NARCOTICS,RESIDENCE-GARAGE,2,2,1
2016-07,2016,NARCOTICS,RESTAURANT,2,2,1
2016-07,2016,OFFENSE INVOLVING CHILDREN,APARTMENT,2,2,1
2016-07,2016,OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2016-07,2016,OTHER OFFENSE,SMALL RETAIL STORE,2,2,1
2016-07,2016,PUBLIC PEACE VIOLATION,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2016-07,2016,ROBBERY,PARK PROPERTY,2,2,1
2016-07,2016,ROBBERY,VEHICLE NON-COMMERCIAL,2,2,1
2016-07,2016,THEFT,CONVENIENCE STORE,2,2,1
2016-07,2016,THEFT,CTA BUS,2,2,1
2016-07,2016,THEFT,CTA TRAIN,2,2,1
2016-07,2016,THEFT,GAS STATION,2,2,1
2016-07,2016,THEFT,GROCERY FOOD STORE,2,2,1
2016-07,2016,THEFT,RESTAURANT,2,2,1
2016-07,2016,ARSON,APARTMENT,1,1,1
2016-07,2016,ARSON,CONVENIENCE STORE,1,1,1
2016-07,2016,ARSON,VEHICLE NON-COMMERCIAL,1,1,1
2016-07,2016,ASSAULT,BARBERSHOP,1,1,1
2016-07,2016,ASSAULT,CHA APARTMENT,1,1,1
2016-07,2016,ASSAULT,COMMERCIAL / BUSINESS OFFICE,1,1,1
2016-07,2016,ASSAULT,CTA BUS STOP,1,1,1
2016-07,2016,ASSAULT,FACTORY/MANUFACTURING BUILDING,1,1,1
2016-07,2016,ASSAULT,GOVERNMENT BUILDING/PROPERTY,1,1,1
2016-07,2016,ASSAULT,MEDICAL/DENTAL OFFICE,1,1,1
2016-07,2016,ASSAULT,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-07,2016,ASSAULT,SMALL RETAIL STORE,1,1,1
2016-07,2016,ASSAULT,TAVERN/LIQUOR STORE,1,1,1
2016-07,2016,BATTERY,ABANDONED BUILDING,1,1,1
2016-07,2016,BATTERY,ANIMAL HOSPITAL,1,1,1
2016-07,2016,BATTERY,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2016-07,2016,BATTERY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-07,2016,BATTERY,CTA BUS,1,1,1
2016-07,2016,BATTERY,CTA BUS STOP,1,1,1
2016-07,2016,BATTERY,CTA GARAGE / OTHER PROPERTY,1,1,1
2016-07,2016,BATTERY,CTA PLATFORM,1,1,1
2016-07,2016,BATTERY,GOVERNMENT BUILDING/PROPERTY,1,1,1
2016-07,2016,BATTERY,PARK PROPERTY,1,1,1
2016-07,2016,BURGLARY,CONVENIENCE STORE,1,1,1
2016-07,2016,BURGLARY,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-07,2016,CRIM SEXUAL ASSAULT,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-07,2016,CRIMINAL DAMAGE,BANK,1,1,1
2016-07,2016,CRIMINAL DAMAGE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-07,2016,CRIMINAL DAMAGE,CONSTRUCTION SITE,1,1,1
2016-07,2016,CRIMINAL DAMAGE,CTA BUS,1,1,1
2016-07,2016,CRIMINAL DAMAGE,CTA PLATFORM,1,1,1
2016-07,2016,CRIMINAL DAMAGE,GAS STATION,1,1,1
2016-07,2016,CRIMINAL DAMAGE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-07,2016,CRIMINAL SEXUAL ASSAULT,RESIDENCE,1,1,1
2016-07,2016,CRIMINAL TRESPASS,ABANDONED BUILDING,1,1,1
2016-07,2016,CRIMINAL TRESPASS,ALLEY,1,1,1
2016-07,2016,CRIMINAL TRESPASS,CTA PLATFORM,1,1,1
2016-07,2016,CRIMINAL TRESPASS,DRUG STORE,1,1,1
2016-07,2016,CRIMINAL TRESPASS,GAS STATION,1,1,1
2016-07,2016,CRIMINAL TRESPASS,PARK PROPERTY,1,1,1
2016-07,2016,CRIMINAL TRESPASS,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-07,2016,CRIMINAL TRESPASS,SMALL RETAIL STORE,1,1,1
2016-07,2016,CRIMINAL TRESPASS,STREET,1,1,1
2016-07,2016,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),1,1,1
2016-07,2016,DECEPTIVE PRACTICE,BANK,1,1,1
2016-07,2016,DECEPTIVE PRACTICE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-07,2016,DECEPTIVE PRACTICE,CTA STATION,1,1,1
2016-07,2016,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,1,1,1
2016-07,2016,DECEPTIVE PRACTICE,RESTAURANT,1,1,1
2016-07,2016,DECEPTIVE PRACTICE,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-07,2016,DECEPTIVE PRACTICE,SMALL RETAIL STORE,1,1,1
2016-07,2016,DECEPTIVE PRACTICE,TAVERN/LIQUOR STORE,1,1,1
2016-07,2016,HOMICIDE,VACANT LOT,1,1,1
2016-07,2016,HUMAN TRAFFICKING,APARTMENT,1,1,1
2016-07,2016,INTERFERENCE WITH PUBLIC OFFICER,ALLEY,1,1,1
2016-07,2016,INTERFERENCE WITH PUBLIC OFFICER,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-07,2016,INTERFERENCE WITH PUBLIC OFFICER,RESIDENCE PORCH/HALLWAY,1,1,1
2016-07,2016,KIDNAPPING,SIDEWALK,1,1,1
2016-07,2016,MOTOR VEHICLE THEFT,ALLEY,1,1,1
2016-07,2016,MOTOR VEHICLE THEFT,CHA PARKING LOT/GROUNDS,1,1,1
2016-07,2016,MOTOR VEHICLE THEFT,RESIDENCE,1,1,1
2016-07,2016,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,1,1,1
2016-07,2016,NARCOTICS,CHA PARKING LOT/GROUNDS,1,1,1
2016-07,2016,NARCOTICS,CONVENIENCE STORE,1,1,1
2016-07,2016,NARCOTICS,OTHER RAILROAD PROP / TRAIN DEPOT,1,1,1
2016-07,2016,NARCOTICS,RESIDENCE,1,1,1
2016-07,2016,NARCOTICS,SMALL RETAIL STORE,1,1,1
2016-07,2016,NARCOTICS,VEHICLE - OTHER RIDE SERVICE,1,1,1
2016-07,2016,OFFENSE INVOLVING CHILDREN,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-07,2016,OTHER OFFENSE,CAR WASH,1,1,1
2016-07,2016,OTHER OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-07,2016,OTHER OFFENSE,CONVENIENCE STORE,1,1,1
2016-07,2016,OTHER OFFENSE,CTA GARAGE / OTHER PROPERTY,1,1,1
2016-07,2016,OTHER OFFENSE,GAS STATION,1,1,1
2016-07,2016,OTHER OFFENSE,GROCERY FOOD STORE,1,1,1
2016-07,2016,OTHER OFFENSE,PARK PROPERTY,1,1,1
2016-07,2016,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-07,2016,OTHER OFFENSE,VACANT LOT/LAND,1,1,1
2016-07,2016,PROSTITUTION,ALLEY,1,1,1
2016-07,2016,PUBLIC PEACE VIOLATION,GAS STATION,1,1,1
2016-07,2016,PUBLIC PEACE VIOLATION,HOSPITAL BUILDING/GROUNDS,1,1,1
2016-07,2016,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2016-07,2016,ROBBERY,APARTMENT,1,1,1
2016-07,2016,ROBBERY,CTA BUS STOP,1,1,1
2016-07,2016,ROBBERY,CTA PLATFORM,1,1,1
2016-07,2016,ROBBERY,CTA TRAIN,1,1,1
2016-07,2016,ROBBERY,GAS STATION,1,1,1
2016-07,2016,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-07,2016,ROBBERY,RESTAURANT,1,1,1
2016-07,2016,ROBBERY,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-07,2016,ROBBERY,SMALL RETAIL STORE,1,1,1
2016-07,2016,SEX OFFENSE,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-07,2016,SEX OFFENSE,RESIDENCE,1,1,1
2016-07,2016,THEFT,ALLEY,1,1,1
2016-07,2016,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-07,2016,THEFT,CTA BUS STOP,1,1,1
2016-07,2016,THEFT,CTA GARAGE / OTHER PROPERTY,1,1,1
2016-07,2016,THEFT,CTA PLATFORM,1,1,1
2016-07,2016,THEFT,CURRENCY EXCHANGE,1,1,1
2016-07,2016,THEFT,DRUG STORE,1,1,1
2016-07,2016,THEFT,RESIDENCE PORCH/HALLWAY,1,1,1
2016-07,2016,THEFT,SPORTS ARENA/STADIUM,1,1,1
2016-07,2016,THEFT,VACANT LOT/LAND,1,1,1
2016-07,2016,THEFT,VEHICLE-COMMERCIAL,1,1,1
2016-07,2016,WEAPONS VIOLATION,ABANDONED BUILDING,1,1,1
2016-07,2016,WEAPONS VIOLATION,ALLEY,1,1,1
2016-07,2016,WEAPONS VIOLATION,APARTMENT,1,1,1
2016-08,2016,NARCOTICS,SIDEWALK,106,31,3.42
2016-08,2016,BATTERY,APARTMENT,89,30,2.97
2016-08,2016,BATTERY,SIDEWALK,89,30,2.97
2016-08,2016,BATTERY,STREET,67,30,2.23
2016-08,2016,CRIMINAL DAMAGE,STREET,67,29,2.31
2016-08,2016,THEFT,STREET,59,27,2.19
2016-08,2016,BATTERY,RESIDENCE,50,23,2.17
2016-08,2016,NARCOTICS,STREET,42,22,1.91
2016-08,2016,MOTOR VEHICLE THEFT,STREET,38,22,1.73
2016-08,2016,ROBBERY,SIDEWALK,37,23,1.61
2016-08,2016,ASSAULT,STREET,33,20,1.65
2016-08,2016,CRIMINAL DAMAGE,RESIDENCE,30,21,1.43
2016-08,2016,ASSAULT,SIDEWALK,27,21,1.29
2016-08,2016,THEFT,RESIDENCE,27,18,1.5
2016-08,2016,ROBBERY,STREET,26,15,1.73
2016-08,2016,CRIMINAL DAMAGE,APARTMENT,25,15,1.67
2016-08,2016,OTHER OFFENSE,RESIDENCE,25,17,1.47
2016-08,2016,ASSAULT,RESIDENCE,23,17,1.35
2016-08,2016,DECEPTIVE PRACTICE,RESIDENCE,22,15,1.47
2016-08,2016,OTHER OFFENSE,STREET,20,16,1.25
2016-08,2016,THEFT,APARTMENT,20,14,1.43
2016-08,2016,NARCOTICS,ALLEY,19,14,1.36
2016-08,2016,ASSAULT,APARTMENT,17,13,1.31
2016-08,2016,BURGLARY,RESIDENCE,17,13,1.31
2016-08,2016,OTHER OFFENSE,APARTMENT,17,14,1.21
2016-08,2016,THEFT,SIDEWALK,17,13,1.31
2016-08,2016,WEAPONS VIOLATION,STREET,16,13,1.23
2016-08,2016,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,15,10,1.5
2016-08,2016,BATTERY,RESIDENCE PORCH/HALLWAY,14,11,1.27
2016-08,2016,BATTERY,RESIDENTIAL YARD (FRONT/BACK),14,12,1.17
2016-08,2016,PROSTITUTION,STREET,14,6,2.33
2016-08,2016,BATTERY,ALLEY,13,11,1.18
2016-08,2016,NARCOTICS,VACANT LOT/LAND,13,12,1.08
2016-08,2016,THEFT,ALLEY,13,9,1.44
2016-08,2016,HOMICIDE,STREET,12,7,1.71
2016-08,2016,NARCOTICS,VEHICLE NON-COMMERCIAL,12,9,1.33
2016-08,2016,BURGLARY,APARTMENT,11,7,1.57
2016-08,2016,WEAPONS VIOLATION,SIDEWALK,11,9,1.22
2016-08,2016,BURGLARY,RESIDENCE-GARAGE,10,9,1.11
2016-08,2016,THEFT,OTHER,10,10,1
2016-08,2016,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),9,7,1.29
2016-08,2016,NARCOTICS,APARTMENT,9,7,1.29
2016-08,2016,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),9,9,1
2016-08,2016,ASSAULT,RESIDENCE PORCH/HALLWAY,8,8,1
2016-08,2016,PROSTITUTION,SIDEWALK,8,4,2
2016-08,2016,THEFT,GAS STATION,8,8,1
2016-08,2016,BATTERY,PARK PROPERTY,7,7,1
2016-08,2016,BATTERY,VEHICLE NON-COMMERCIAL,7,7,1
2016-08,2016,CRIM SEXUAL ASSAULT,APARTMENT,7,6,1.17
2016-08,2016,CRIMINAL DAMAGE,ALLEY,7,7,1
2016-08,2016,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),7,6,1.17
2016-08,2016,NARCOTICS,RESIDENCE PORCH/HALLWAY,7,6,1.17
2016-08,2016,OTHER OFFENSE,SIDEWALK,7,7,1
2016-08,2016,PUBLIC PEACE VIOLATION,SIDEWALK,7,7,1
2016-08,2016,THEFT,PARKING LOT/GARAGE(NON.RESID.),7,7,1
2016-08,2016,ASSAULT,ALLEY,6,5,1.2
2016-08,2016,NARCOTICS,ABANDONED BUILDING,6,6,1
2016-08,2016,NARCOTICS,PARK PROPERTY,6,5,1.2
2016-08,2016,OTHER OFFENSE,GAS STATION,6,6,1
2016-08,2016,OTHER OFFENSE,OTHER,6,5,1.2
2016-08,2016,THEFT,RESIDENTIAL YARD (FRONT/BACK),6,5,1.2
2016-08,2016,THEFT,SMALL RETAIL STORE,6,5,1.2
2016-08,2016,THEFT,VEHICLE NON-COMMERCIAL,6,6,1
2016-08,2016,CRIMINAL DAMAGE,POLICE FACILITY/VEH PARKING LOT,5,5,1
2016-08,2016,CRIMINAL TRESPASS,APARTMENT,5,4,1.25
2016-08,2016,CRIMINAL TRESPASS,RESIDENCE,5,5,1
2016-08,2016,DECEPTIVE PRACTICE,NA,5,5,1
2016-08,2016,GAMBLING,SIDEWALK,5,5,1
2016-08,2016,INTERFERENCE WITH PUBLIC OFFICER,STREET,5,5,1
2016-08,2016,NARCOTICS,OTHER,5,4,1.25
2016-08,2016,OFFENSE INVOLVING CHILDREN,RESIDENCE,5,5,1
2016-08,2016,THEFT,CTA TRAIN,5,4,1.25
2016-08,2016,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),5,5,1
2016-08,2016,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,5,5,1
2016-08,2016,ASSAULT,CONVENIENCE STORE,4,4,1
2016-08,2016,ASSAULT,OTHER,4,4,1
2016-08,2016,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),4,4,1
2016-08,2016,CRIMINAL DAMAGE,OTHER,4,4,1
2016-08,2016,CRIMINAL TRESPASS,STREET,4,4,1
2016-08,2016,DECEPTIVE PRACTICE,OTHER,4,4,1
2016-08,2016,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),4,4,1
2016-08,2016,PUBLIC PEACE VIOLATION,STREET,4,4,1
2016-08,2016,THEFT,RESIDENCE PORCH/HALLWAY,4,3,1.33
2016-08,2016,ASSAULT,GAS STATION,3,3,1
2016-08,2016,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),3,3,1
2016-08,2016,BATTERY,GAS STATION,3,3,1
2016-08,2016,BATTERY,PARKING LOT/GARAGE(NON.RESID.),3,3,1
2016-08,2016,BATTERY,VACANT LOT/LAND,3,3,1
2016-08,2016,CRIM SEXUAL ASSAULT,ALLEY,3,3,1
2016-08,2016,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,3,2,1.5
2016-08,2016,CRIMINAL DAMAGE,RESIDENCE-GARAGE,3,3,1
2016-08,2016,CRIMINAL DAMAGE,SIDEWALK,3,3,1
2016-08,2016,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),3,3,1
2016-08,2016,DECEPTIVE PRACTICE,APARTMENT,3,3,1
2016-08,2016,DECEPTIVE PRACTICE,GAS STATION,3,3,1
2016-08,2016,DECEPTIVE PRACTICE,TAXICAB,3,3,1
2016-08,2016,MOTOR VEHICLE THEFT,VACANT LOT/LAND,3,3,1
2016-08,2016,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,3,3,1
2016-08,2016,NARCOTICS,GAS STATION,3,3,1
2016-08,2016,OFFENSE INVOLVING CHILDREN,APARTMENT,3,3,1
2016-08,2016,ROBBERY,ALLEY,3,3,1
2016-08,2016,ROBBERY,APARTMENT,3,3,1
2016-08,2016,ROBBERY,OTHER,3,3,1
2016-08,2016,ROBBERY,PARK PROPERTY,3,3,1
2016-08,2016,THEFT,CTA PLATFORM,3,3,1
2016-08,2016,WEAPONS VIOLATION,RESIDENCE,3,3,1
2016-08,2016,ASSAULT,GROCERY FOOD STORE,2,2,1
2016-08,2016,ASSAULT,SMALL RETAIL STORE,2,2,1
2016-08,2016,ASSAULT,VEHICLE NON-COMMERCIAL,2,2,1
2016-08,2016,BATTERY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,1,2
2016-08,2016,BATTERY,CTA BUS,2,2,1
2016-08,2016,BURGLARY,VACANT LOT/LAND,2,2,1
2016-08,2016,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),2,1,2
2016-08,2016,DECEPTIVE PRACTICE,CONVENIENCE STORE,2,2,1
2016-08,2016,DECEPTIVE PRACTICE,SMALL RETAIL STORE,2,2,1
2016-08,2016,DECEPTIVE PRACTICE,STREET,2,2,1
2016-08,2016,INTERFERENCE WITH PUBLIC OFFICER,SIDEWALK,2,2,1
2016-08,2016,INTIMIDATION,APARTMENT,2,2,1
2016-08,2016,MOTOR VEHICLE THEFT,GAS STATION,2,2,1
2016-08,2016,NARCOTICS,CHA PARKING LOT/GROUNDS,2,2,1
2016-08,2016,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-08,2016,OTHER OFFENSE,CTA GARAGE / OTHER PROPERTY,2,2,1
2016-08,2016,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-08,2016,PUBLIC PEACE VIOLATION,ALLEY,2,2,1
2016-08,2016,ROBBERY,CTA BUS STOP,2,2,1
2016-08,2016,ROBBERY,CTA TRAIN,2,2,1
2016-08,2016,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-08,2016,ROBBERY,"SCHOOL, PUBLIC, GROUNDS",2,2,1
2016-08,2016,SEX OFFENSE,RESIDENCE,2,2,1
2016-08,2016,THEFT,COMMERCIAL / BUSINESS OFFICE,2,2,1
2016-08,2016,THEFT,CONSTRUCTION SITE,2,2,1
2016-08,2016,THEFT,CTA BUS STOP,2,2,1
2016-08,2016,THEFT,RESTAURANT,2,2,1
2016-08,2016,THEFT,VACANT LOT/LAND,2,2,1
2016-08,2016,ARSON,VEHICLE NON-COMMERCIAL,1,1,1
2016-08,2016,ASSAULT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-08,2016,ASSAULT,CTA PLATFORM,1,1,1
2016-08,2016,ASSAULT,FEDERAL BUILDING,1,1,1
2016-08,2016,ASSAULT,HOSPITAL BUILDING/GROUNDS,1,1,1
2016-08,2016,ASSAULT,RESTAURANT,1,1,1
2016-08,2016,ASSAULT,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-08,2016,BATTERY,ABANDONED BUILDING,1,1,1
2016-08,2016,BATTERY,CHA APARTMENT,1,1,1
2016-08,2016,BATTERY,COMMERCIAL / BUSINESS OFFICE,1,1,1
2016-08,2016,BATTERY,HIGHWAY/EXPRESSWAY,1,1,1
2016-08,2016,BATTERY,OTHER,1,1,1
2016-08,2016,BATTERY,RESIDENCE - PORCH / HALLWAY,1,1,1
2016-08,2016,BATTERY,"SCHOOL, PRIVATE, BUILDING",1,1,1
2016-08,2016,BATTERY,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-08,2016,BATTERY,SMALL RETAIL STORE,1,1,1
2016-08,2016,BATTERY,WAREHOUSE,1,1,1
2016-08,2016,BURGLARY,ABANDONED BUILDING,1,1,1
2016-08,2016,BURGLARY,COMMERCIAL / BUSINESS OFFICE,1,1,1
2016-08,2016,BURGLARY,FACTORY/MANUFACTURING BUILDING,1,1,1
2016-08,2016,BURGLARY,GROCERY FOOD STORE,1,1,1
2016-08,2016,BURGLARY,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-08,2016,BURGLARY,SMALL RETAIL STORE,1,1,1
2016-08,2016,CONCEALED CARRY LICENSE VIOLATION,ALLEY,1,1,1
2016-08,2016,CRIM SEXUAL ASSAULT,RESIDENCE,1,1,1
2016-08,2016,CRIM SEXUAL ASSAULT,VEHICLE NON-COMMERCIAL,1,1,1
2016-08,2016,CRIMINAL DAMAGE,CHA APARTMENT,1,1,1
2016-08,2016,CRIMINAL DAMAGE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-08,2016,CRIMINAL DAMAGE,CLEANING STORE,1,1,1
2016-08,2016,CRIMINAL DAMAGE,CTA BUS,1,1,1
2016-08,2016,CRIMINAL DAMAGE,CTA BUS STOP,1,1,1
2016-08,2016,CRIMINAL DAMAGE,GAS STATION,1,1,1
2016-08,2016,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-08,2016,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2016-08,2016,CRIMINAL DAMAGE,SMALL RETAIL STORE,1,1,1
2016-08,2016,CRIMINAL DAMAGE,VACANT LOT/LAND,1,1,1
2016-08,2016,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,1,1,1
2016-08,2016,CRIMINAL TRESPASS,GOVERNMENT BUILDING/PROPERTY,1,1,1
2016-08,2016,CRIMINAL TRESPASS,OTHER,1,1,1
2016-08,2016,CRIMINAL TRESPASS,OTHER RAILROAD PROP / TRAIN DEPOT,1,1,1
2016-08,2016,CRIMINAL TRESPASS,PARK PROPERTY,1,1,1
2016-08,2016,CRIMINAL TRESPASS,RESTAURANT,1,1,1
2016-08,2016,CRIMINAL TRESPASS,SMALL RETAIL STORE,1,1,1
2016-08,2016,CRIMINAL TRESPASS,VACANT LOT/LAND,1,1,1
2016-08,2016,DECEPTIVE PRACTICE,ALLEY,1,1,1
2016-08,2016,DECEPTIVE PRACTICE,DEPARTMENT STORE,1,1,1
2016-08,2016,DECEPTIVE PRACTICE,HOSPITAL BUILDING/GROUNDS,1,1,1
2016-08,2016,DECEPTIVE PRACTICE,RESTAURANT,1,1,1
2016-08,2016,DECEPTIVE PRACTICE,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2016-08,2016,DECEPTIVE PRACTICE,SIDEWALK,1,1,1
2016-08,2016,INTERFERENCE WITH PUBLIC OFFICER,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-08,2016,INTERFERENCE WITH PUBLIC OFFICER,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2016-08,2016,INTIMIDATION,RESIDENCE,1,1,1
2016-08,2016,LIQUOR LAW VIOLATION,TAVERN/LIQUOR STORE,1,1,1
2016-08,2016,NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1,1,1
2016-08,2016,NARCOTICS,GROCERY FOOD STORE,1,1,1
2016-08,2016,NARCOTICS,RESIDENCE,1,1,1
2016-08,2016,OFFENSE INVOLVING CHILDREN,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-08,2016,OFFENSE INVOLVING CHILDREN,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2016-08,2016,OFFENSE INVOLVING CHILDREN,SIDEWALK,1,1,1
2016-08,2016,OFFENSE INVOLVING CHILDREN,STREET,1,1,1
2016-08,2016,OTHER OFFENSE,CAR WASH,1,1,1
2016-08,2016,OTHER OFFENSE,CONVENIENCE STORE,1,1,1
2016-08,2016,OTHER OFFENSE,CTA BUS STOP,1,1,1
2016-08,2016,OTHER OFFENSE,GROCERY FOOD STORE,1,1,1
2016-08,2016,OTHER OFFENSE,MEDICAL/DENTAL OFFICE,1,1,1
2016-08,2016,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-08,2016,OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2016-08,2016,OTHER OFFENSE,SMALL RETAIL STORE,1,1,1
2016-08,2016,PROSTITUTION,ALLEY,1,1,1
2016-08,2016,PROSTITUTION,OTHER,1,1,1
2016-08,2016,PUBLIC INDECENCY,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-08,2016,PUBLIC PEACE VIOLATION,APARTMENT,1,1,1
2016-08,2016,PUBLIC PEACE VIOLATION,RESIDENCE,1,1,1
2016-08,2016,ROBBERY,COMMERCIAL / BUSINESS OFFICE,1,1,1
2016-08,2016,ROBBERY,CTA PLATFORM,1,1,1
2016-08,2016,ROBBERY,MEDICAL/DENTAL OFFICE,1,1,1
2016-08,2016,ROBBERY,PARKING LOT / GARAGE (NON RESIDENTIAL),1,1,1
2016-08,2016,ROBBERY,VEHICLE NON-COMMERCIAL,1,1,1
2016-08,2016,SEX OFFENSE,GROCERY FOOD STORE,1,1,1
2016-08,2016,SEX OFFENSE,OTHER,1,1,1
2016-08,2016,SEX OFFENSE,PARK PROPERTY,1,1,1
2016-08,2016,SEX OFFENSE,RESIDENCE PORCH/HALLWAY,1,1,1
2016-08,2016,THEFT,ATM (AUTOMATIC TELLER MACHINE),1,1,1
2016-08,2016,THEFT,CAR WASH,1,1,1
2016-08,2016,THEFT,CHA APARTMENT,1,1,1
2016-08,2016,THEFT,CLEANING STORE,1,1,1
2016-08,2016,THEFT,CONVENIENCE STORE,1,1,1
2016-08,2016,THEFT,CTA BUS,1,1,1
2016-08,2016,THEFT,CTA GARAGE / OTHER PROPERTY,1,1,1
2016-08,2016,THEFT,DEPARTMENT STORE,1,1,1
2016-08,2016,THEFT,DRIVEWAY - RESIDENTIAL,1,1,1
2016-08,2016,THEFT,DRUG STORE,1,1,1
2016-08,2016,THEFT,HOSPITAL BUILDING/GROUNDS,1,1,1
2016-08,2016,THEFT,PARK PROPERTY,1,1,1
2016-08,2016,THEFT,RESIDENCE-GARAGE,1,1,1
2016-08,2016,THEFT,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-08,2016,THEFT,TAVERN/LIQUOR STORE,1,1,1
2016-08,2016,THEFT,WAREHOUSE,1,1,1
2016-08,2016,WEAPONS VIOLATION,ABANDONED BUILDING,1,1,1
2016-08,2016,WEAPONS VIOLATION,CONVENIENCE STORE,1,1,1
2016-08,2016,WEAPONS VIOLATION,PARK PROPERTY,1,1,1
2016-08,2016,WEAPONS VIOLATION,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-08,2016,WEAPONS VIOLATION,RESIDENCE PORCH/HALLWAY,1,1,1
2016-08,2016,WEAPONS VIOLATION,"SCHOOL, PRIVATE, BUILDING",1,1,1
2016-08,2016,WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-09,2016,NARCOTICS,SIDEWALK,152,29,5.24
2016-09,2016,BATTERY,APARTMENT,83,28,2.96
2016-09,2016,BATTERY,SIDEWALK,72,24,3
2016-09,2016,MOTOR VEHICLE THEFT,STREET,70,27,2.59
2016-09,2016,THEFT,STREET,69,25,2.76
2016-09,2016,CRIMINAL DAMAGE,STREET,68,28,2.43
